energy,theta,2theta,IT_cps_ave,I0_cps_ave
8468.803111,74.0505,148.541,18293.053458,171805.860344
8470.171334,74.01765,148.47535,18240.107384,171560.053321
8471.546415,73.98475,148.4095,18063.445409,171601.819605
8472.928354,73.95175,148.3435,17682.265544,171440.457149
8474.317151,73.91865,148.2773,17375.146833,171300.145921
8475.712806,73.8855,148.211,16858.978716,171195.882639
8477.115318,73.85225,148.14445,16356.519828,171092.796598
8478.524689,73.8189,148.0778,15852.658433,171172.644017
8479.940918,73.78545,148.01095,15472.068706,171123.639087
8481.364005,73.75195,147.94395,15119.674178,171136.315237
8482.793949,73.7184,147.87675,14809.955407,171125.738702
8484.230752,73.6847,147.8094,14662.689237,170891.612634
8485.674412,73.65095,147.74195,14522.44846,170221.83265
8487.124931,73.61715,147.67425,14413.415371,170427.16503
8488.582307,73.58325,147.60645,14509.649322,170667.913585
8490.046541,73.54925,147.5385,14629.618652,170864.878453
8491.517634,73.5152,147.47035,14791.763646,170517.7226
8492.995584,73.48105,147.4021,15058.574583,170684.483015
8494.480392,73.44685,147.33365,15363.138998,170810.567327
8495.972059,73.41255,147.26505,15802.936431,170536.251655
8497.470583,73.37815,147.19635,16272.07525,170377.340047
8498.975965,73.34375,147.12745,16871.556266,170002.246194
8500.488205,73.3092,147.0584,17509.295941,169709.571466
8502.007303,73.2746,146.98925,18251.02883,169494.680683
8503.533259,73.23995,146.9199,18996.556523,169079.109233
8505.066073,73.2052,146.85045,19794.51977,168990.827512
8506.605745,73.1704,146.7808,20410.00368,168672.57184
8508.152274,73.13555,146.71105,21022.994848,168180.839015
8509.705662,73.1006,146.64115,21375.337562,167659.524527
8511.265908,73.06555,146.57115,21580.762383,166700.3592
8512.833012,73.0305,146.50095,21491.127429,165825.8175
8514.406973,72.9953,146.43065,21255.979154,165013.467716
8515.987793,72.9601,146.3602,20853.516832,164385.980501
8517.57547,72.9248,146.2896,20316.668116,164244.525832
8519.170006,72.88945,146.2189,19852.492252,163762.565611
8520.771399,72.854,146.14805,19339.904015,163493.633062
8522.379651,72.8185,146.07705,18861.737684,163379.338149
8523.99476,72.78295,146.0059,18455.584269,163162.846747
8525.616727,72.74735,145.9347,18085.710549,162733.461529
8527.245553,72.71165,145.8633,17783.416203,162516.61946
8528.881236,72.6759,145.7918,17510.941403,162132.575654
8530.523777,72.6401,145.72015,17409.502318,161945.765408
8532.173176,72.6042,145.6484,17361.139734,161805.796955
8533.829433,72.56825,145.57655,17274.864762,161468.140204
8535.492548,72.53225,145.5045,17273.127662,161387.983376
8537.162521,72.4962,145.4324,17422.056674,161088.448627
8538.839352,72.4601,145.36015,17470.037172,160597.7517
8540.523041,72.4239,145.2878,17500.789887,160431.488219
8542.213588,72.38765,145.2153,17602.732724,160254.621453
8543.910993,72.35135,145.1427,17726.743763,159862.194509
8545.615255,72.315,145.06995,17823.565646,159629.153102
8547.326376,72.27855,144.9971,17972.420645,159301.312055
8549.044355,72.2421,144.92415,17949.268122,159216.763463
8550.769191,72.20555,144.8511,17902.183155,158560.867416
8552.500886,72.16895,144.7779,17795.201403,158602.975406
8554.239438,72.1323,144.7046,17539.341585,158454.681987
8555.984849,72.0956,144.6312,17172.782011,157982.809032
8557.737117,72.05885,144.5577,16771.389919,157676.515169
8559.496244,72.02205,144.48405,16463.49912,157464.186795
8561.262228,71.98515,144.41035,16167.250761,157004.908847
8563.03507,71.94825,144.3365,15945.326204,156957.657831
8564.814771,71.9113,144.26255,15699.414399,156625.316158
8566.601329,71.87425,144.1885,15551.571442,156237.414877
8568.394745,71.83715,144.11435,15502.020421,156171.111588
8570.195019,71.80005,144.0401,15474.457211,155683.662247
8572.002151,71.76285,143.9657,15451.335314,155546.325909
8573.816141,71.7256,143.89125,15619.089772,155277.27367
8575.636989,71.68835,143.8167,15793.606566,154844.569065
8577.464695,71.651,143.742,16137.907265,154512.875949
8579.299259,71.6136,143.66725,16395.228727,154345.188957
8581.140681,71.5762,143.5924,16730.054033,154127.950432
8582.98896,71.5387,143.5174,17147.290679,153816.620504
8584.844098,71.5012,143.44235,17547.729583,153473.83068
8586.706094,71.4636,143.3672,17905.750707,153162.622912
8588.574947,71.426,143.29195,18193.408084,153130.531007
8590.450659,71.3883,82.6537,18424.604478,152622.194882
8592.333228,71.3506,143.14115,18591.394159,152395.532252
8594.222656,71.3128,143.06565,18658.921053,151895.644041
8596.118941,71.275,142.99005,18568.686476,150946.361254
8598.022085,71.23715,142.9143,18482.658653,150173.60573
8599.932086,71.19925,142.8385,18548.116438,150286.238963
8601.848945,71.1613,142.76265,18586.853738,150915.511534
8603.772663,71.12335,142.68665,18592.583378,151085.8135
8605.703238,71.0853,142.6106,18586.497845,150955.123954
8607.640671,71.0472,142.53445,18578.677604,150728.839159
8609.584962,71.0091,142.4582,18461.96351,150201.806681
8611.536111,70.97095,142.3819,18485.286527,149944.306615
8613.494118,70.93275,142.3055,18412.002106,149485.588865
8615.458983,70.8945,142.229,18368.607672,149303.826227
8617.430706,70.8562,142.15245,18368.240685,149277.268868
8619.409287,70.8179,142.0758,18216.688323,149045.352747
8621.394726,70.7795,141.99905,18182.808947,149256.228529
8623.387023,70.7411,141.92225,18020.130426,148868.850547
8625.386177,70.70265,141.84535,17816.897677,148570.651273
8627.39219,70.6642,141.7684,17730.184915,148571.762616
8629.405061,70.62565,141.69135,17630.317193,148110.051537
8631.424789,70.5871,141.6142,17502.707589,147446.39745
8633.451376,70.5485,141.537,17358.913566,147013.090375
8635.48482,70.50985,141.45975,17259.308749,146390.436565
8637.525123,70.4712,141.3824,17135.541524,146102.921315
8639.572283,70.4325,141.30495,17073.751842,145733.74918
8641.626302,70.39375,141.22745,16974.325627,145449.312558
8643.687178,70.35495,141.1499,16903.897912,145335.935733
8645.754912,70.31615,141.07225,16793.703305,144996.543308
8647.829505,70.27725,140.99455,16736.665031,144653.553085
8649.910955,70.2384,140.91675,16570.147144,144344.028624
8651.999263,70.19945,140.8389,16481.530757,143897.265307
8654.094429,70.1605,140.761,16437.975262,143915.284496
8656.196453,70.1215,140.683,16348.579007,143458.628719
8658.305335,70.0825,140.60495,16331.803735,143119.934629
8660.421075,70.0434,140.52685,16421.327997,142859.660908
8662.543673,70.0043,140.44865,16506.02164,142582.142735
8664.673129,69.9652,140.3704,16633.292131,142436.903513
8666.809442,69.92605,140.29205,16779.487133,141975.66979
8668.952614,69.88685,140.2137,16924.402869,141815.771023
8671.102644,69.8476,140.13525,17109.662336,141442.045926
8673.259532,69.80835,140.05675,17214.133292,141249.854229
8675.423277,69.7691,139.97815,17377.228992,140854.680387
8677.593881,69.72975,139.89955,17419.913787,140763.04401
8679.771342,69.6904,139.82085,17393.705751,140579.683916
8681.955662,69.65105,139.7421,17354.670216,140093.707543
8684.146839,69.61165,139.66325,17411.442849,139876.747781
8686.344875,69.5722,139.5844,17354.528276,139622.920229
8688.549768,69.53275,139.50545,17358.349038,139118.58471
8690.761519,69.49325,139.4265,17357.392009,138913.512899
8692.980129,69.4537,139.34745,17477.769801,138635.24216
8695.205596,69.41415,139.26835,17545.966776,138379.381748
8697.437921,69.3746,139.1892,17663.483782,137937.003775
8699.677104,69.335,139.10995,17752.770322,137323.437676
8701.923145,69.29535,139.0307,17840.081108,137201.852339
8704.176044,69.2557,138.9514,17856.077015,136928.030702
8706.435801,69.216,138.872,17870.544608,136582.823418
8708.702416,69.1763,138.7926,17895.483742,136582.44454
8710.975889,69.13655,138.7131,17865.384831,136510.51214
8713.25622,69.0968,138.63355,17886.963208,136371.109116
8715.543409,69.057,138.554,17798.357892,136091.647801
8717.837455,69.0172,138.47435,17797.337854,136008.514265
8720.13836,68.97735,138.3947,17723.456093,135827.064011
8722.446123,68.9375,138.31495,17751.232025,135837.352062
8724.760743,68.8976,138.23515,17662.014858,135559.026981
8727.082222,68.8577,138.15535,17673.627364,135504.507057
8729.410558,68.81775,138.0755,17632.993187,135503.825277
8731.745753,68.7778,137.99555,17600.224842,135183.273646
8734.087805,68.7378,137.9156,17499.212623,135074.222942
8736.436716,68.6978,137.8356,17476.584214,135021.738979
8738.792484,68.65775,137.7555,17418.42578,135044.198582
8741.15511,68.6177,137.6754,17391.731766,134919.77403
8743.524594,68.57765,137.59525,17342.014485,134823.489356
8745.900937,68.53755,137.5151,17312.612935,134623.716348
8748.284137,68.4974,137.43485,17221.915121,134301.543975
8750.674195,68.4573,137.35455,17141.970192,134006.130584
8753.071111,68.41715,137.27425,17112.230021,133895.697577
8755.474885,68.37695,137.1939,17074.613856,133466.785393
8757.885517,68.33675,137.1135,17063.669451,133099.118578
8760.303007,68.29655,137.03305,16987.900859,132871.403099
8762.727354,68.2563,136.95255,16995.948204,132461.553015
8765.15856,68.21605,136.87205,17007.94159,132065.812435
8767.596624,68.17575,136.7915,17036.972168,131789.748908
8770.041546,68.13545,136.7109,17088.545764,131592.924714
8772.493325,68.09515,136.63025,17142.551671,131223.985599
8774.951963,68.0548,136.5496,17247.895995,130875.127852
8777.417459,68.01445,136.4689,17305.480354,130621.067234
8779.889812,67.97405,136.38815,17408.96724,130426.302343
8782.369024,67.9337,136.30735,17394.903761,129989.744042
8784.855093,67.89325,136.22655,17402.384236,129544.10782
8787.34802,67.85285,136.1457,17385.918104,129077.961228
8789.847806,67.8124,136.0648,17382.895494,128746.710725
8792.354449,67.77195,135.98385,17345.500716,128457.704015
8794.86795,67.73145,135.9029,17301.014665,128206.009203
8797.38831,67.69095,135.82195,17353.534508,127891.004202
8799.915527,67.65045,135.7409,17306.929135,127681.641376
8802.449602,67.60995,135.65985,17316.497119,127438.740805
8804.990535,67.5694,135.5788,17292.671049,127340.550518
8807.538326,67.52885,135.49765,17398.540232,127051.203371
8810.092975,67.48825,135.4165,17432.130908,126995.005436
8812.654482,67.44765,135.33535,17430.001003,126866.43654
8815.222847,67.40705,135.25415,17522.770416,126770.711978
8817.798069,67.36645,135.1729,17564.732162,126525.175958
8820.38015,67.3258,135.09165,17546.674043,126320.497929
8822.969089,67.2852,135.01035,17659.618089,126273.545842
8825.564886,67.2445,134.92905,17668.195448,126359.782788
8828.16754,67.20385,134.8477,17724.510797,126346.213965
8830.777053,67.16315,134.7663,17831.452685,126497.688941
8833.393423,67.12245,134.6849,17933.220509,126734.137735
8836.016652,67.08175,134.6035,17956.293756,126869.186044
8838.646738,67.041,134.52205,18026.485985,127137.464312
8841.283683,67.0003,134.44055,18103.298474,127323.278493
8843.927485,66.9595,134.35905,18201.221499,127750.429821
8846.578146,66.91875,134.2775,18250.499314,127976.911293
8849.235664,66.878,134.19595,18310.197571,128658.612493
8851.90004,66.8372,134.1144,18417.660418,129288.946116
8854.571274,66.7964,134.0328,18540.549356,130208.012781
8857.249366,66.7556,133.95115,18654.109898,131482.935537
8859.934316,66.71475,133.8695,18968.3337,133163.658934
8862.626124,66.67395,133.78785,19324.783243,136229.096926
8865.32479,66.6331,133.70615,20189.059328,141376.603332
8868.030314,66.59225,133.62445,21653.59671,151287.835462
8870.742696,66.55135,133.54275,24468.200754,169734.889442
8873.461936,66.5105,133.461,30693.910293,209009.50643
8876.188034,66.4696,133.3792,40575.611217,270383.479121
8878.92099,66.4287,133.2974,49475.989971,323507.629027
8881.660803,66.3878,133.2156,55483.417161,358625.75021
8884.407475,66.3469,133.13375,58470.585294,377033.966479
8887.161005,66.30595,133.05195,58457.92122,378744.706068
8889.921392,66.26505,132.97005,56915.467584,370500.282644
8892.688638,66.2241,132.8882,52058.411573,343266.427809
8895.462741,66.18315,132.8063,42001.928806,283466.208004
8898.243703,66.1422,132.72435,31847.771989,217808.454459
8901.031522,66.1012,132.6424,24791.842858,170270.933547
8903.826199,66.06025,132.56045,20960.381824,143485.174977
8906.627735,66.01925,132.4785,19099.122214,130714.625067
8909.436128,65.97825,132.3965,18261.043626,124275.882623
8912.251379,65.93725,132.3145,17778.717853,121132.162734
8915.073488,65.89625,132.2325,17563.032949,119306.247778
8917.902455,65.85525,132.1505,17402.800718,117997.602319
8920.73828,65.8142,132.06845,17305.369913,117099.401602
8923.580963,65.7732,131.9864,17208.809699,116254.847675
8926.430504,65.73215,131.9043,17144.416643,115713.721531
8929.286903,65.6911,131.82225,17065.001759,114953.055027
8932.15016,65.65005,131.74015,17004.026467,114241.962375
8935.020275,65.609,131.65805,16996.676229,113683.409448
8937.897248,65.56795,131.5759,16935.671272,113416.298678
8940.781079,65.5269,131.4938,16971.032965,113006.292242
8943.671767,65.4858,131.41165,16995.905106,113112.437941
8946.569314,65.44475,131.3295,17140.095733,113646.993702
8949.473718,65.40365,131.2473,17295.373949,114374.522525
8952.384981,65.36255,131.16515,17439.77832,114971.133329
8955.303101,65.3215,131.08295,17458.587844,115285.671653
8958.22808,65.2804,131.00075,17516.149673,115078.959191
8961.159916,65.2393,130.91855,17550.303114,114824.151666
8964.098611,65.1982,130.83635,17444.824902,114226.368529
8967.044163,65.15705,130.75415,17314.167571,113244.427301
8969.996573,65.11595,130.6719,17128.92097,111823.411234
8972.955841,65.07485,130.58965,17001.277308,110752.935028
8975.921968,65.0337,130.5074,16849.968739,109909.060824
8978.894952,64.9926,130.42515,16761.475742,109079.994643
8981.874794,64.95145,130.3429,16705.702203,108537.568448
8984.861494,64.9103,130.26065,16609.888733,107997.263503
8987.855052,64.8692,130.17835,16581.42975,107490.08153
8990.855468,64.82805,130.0961,16517.135094,107124.769377
8993.862742,64.7869,130.0138,16495.597613,106758.518907
8996.876874,64.74575,129.9315,16449.064923,106517.288478
8999.897863,64.7046,129.8492,16397.27819,106180.93613
9002.925711,64.66345,129.7669,16386.169219,105859.391276
9005.960417,64.6223,129.6846,16362.240667,105605.474785
9009.00198,64.58115,129.6023,16361.261489,105305.140639
9012.050402,64.54,129.52,16319.084222,105104.784322
9015.105682,64.49885,129.43765,16336.570329,104871.387424
9018.167819,64.45765,129.35535,16361.998212,104647.296689
9021.236815,64.4165,129.273,16348.752129,104501.134565
9024.312668,64.37535,129.1907,16347.499655,104356.679218
9027.395379,64.3342,129.10835,16364.669476,104121.158363
9030.484949,64.293,129.026,16353.035381,103895.096368
9033.581376,64.25185,128.9437,16315.821282,103691.752685
9036.684661,64.2107,128.86135,16351.529463,103573.932235
9039.794804,64.1695,128.779,16348.926018,103260.246768
9042.911806,64.12835,128.69665,16374.335633,102950.66378
9046.035665,64.08715,128.61435,16328.772642,102695.095621
9049.166382,64.046,128.532,16324.047286,102348.531289
9052.303957,64.00485,128.44965,16309.599085,102002.172664
9055.44839,63.96365,128.3673,16304.332013,101803.070961
9058.599681,63.9225,128.28495,16301.427698,101609.773011
9061.75783,63.8813,128.20265,16310.555269,101491.741185
9064.922836,63.84015,128.1203,16312.73064,101285.319984
9068.094701,63.799,128.03795,16336.813475,101146.426476
9071.273424,63.7578,127.9556,16345.671056,100905.3456
9074.459005,63.71665,127.87325,16342.645973,100701.360694
9077.651443,63.67545,127.79095,16323.816658,100516.459768
